valid_time,number,tcc_frac,cloudcover_pct
2024-01-08 00:00:00+00:00,0.0,0.8756166,87.56167
2024-01-09 00:00:00+00:00,0.0,0.96705604,96.7056
2024-01-10 00:00:00+00:00,0.0,0.8433979,84.33979
2024-01-11 00:00:00+00:00,0.0,0.6743495,67.434944
2024-01-12 00:00:00+00:00,0.0,0.4675665,46.75665
2024-01-13 00:00:00+00:00,0.0,0.94982195,94.982185
2024-01-14 00:00:00+00:00,0.0,0.92539644,92.53964
2024-01-15 00:00:00+00:00,0.0,0.9745179,97.45179
2024-01-16 00:00:00+00:00,0.0,0.98514324,98.51432
2024-01-17 00:00:00+00:00,0.0,0.7959408,79.59408
2024-01-18 00:00:00+00:00,0.0,0.9488435,94.884346
2024-01-19 00:00:00+00:00,0.0,0.7077036,70.77036
2024-01-20 00:00:00+00:00,0.0,0.25989193,25.989191
2024-01-21 00:00:00+00:00,0.0,0.22461386,22.461388
2024-01-22 00:00:00+00:00,0.0,0.5097707,50.97707
2024-01-23 00:00:00+00:00,0.0,0.24927704,24.927704
2024-01-24 00:00:00+00:00,0.0,0.08085249,8.08525
2024-01-25 00:00:00+00:00,0.0,0.7810819,78.10819
2024-01-26 00:00:00+00:00,0.0,0.96018463,96.01846
2024-01-27 00:00:00+00:00,0.0,0.83785516,83.785515
2024-01-28 00:00:00+00:00,0.0,0.8777847,87.77847
2024-01-29 00:00:00+00:00,0.0,0.7021806,70.218056
2024-01-30 00:00:00+00:00,0.0,0.72341377,72.34138
2024-01-31 00:00:00+00:00,0.0,0.5230531,52.30531
2024-02-01 00:00:00+00:00,0.0,0.077540524,7.754053
2024-02-02 00:00:00+00:00,0.0,0.08322826,8.322825
2024-02-03 00:00:00+00:00,0.0,0.058027577,5.8027573
2024-02-04 00:00:00+00:00,0.0,0.41947123,41.94712
2024-02-05 00:00:00+00:00,0.0,0.99173194,99.173195
2024-02-06 00:00:00+00:00,0.0,0.55468553,55.46855
2024-02-07 00:00:00+00:00,0.0,0.9188941,91.88941
2024-02-08 00:00:00+00:00,0.0,0.99781114,99.78112
2024-02-09 00:00:00+00:00,0.0,0.86699486,86.699486
2024-02-10 00:00:00+00:00,0.0,0.51774824,51.774822
2024-02-11 00:00:00+00:00,0.0,0.9561824,95.61823
2024-02-12 00:00:00+00:00,0.0,0.8393524,83.93525
2024-02-13 00:00:00+00:00,0.0,0.9809869,98.098694
2024-02-14 00:00:00+00:00,0.0,0.8720026,87.20026
2024-02-15 00:00:00+00:00,0.0,0.83946174,83.946175
2024-02-16 00:00:00+00:00,0.0,0.70987654,70.987656
2024-02-17 00:00:00+00:00,0.0,0.49882138,49.88214
2024-02-18 00:00:00+00:00,0.0,0.5527367,55.273666
2024-02-19 00:00:00+00:00,0.0,0.39505446,39.505444
2024-02-20 00:00:00+00:00,0.0,0.28163967,28.163965
2024-02-21 00:00:00+00:00,0.0,0.70716834,70.716835
2024-02-22 00:00:00+00:00,0.0,0.90189886,90.18989
2024-02-23 00:00:00+00:00,0.0,0.5768207,57.682064
2024-02-24 00:00:00+00:00,0.0,0.7161272,71.612724
2024-02-25 00:00:00+00:00,0.0,0.85950947,85.95095
2024-02-26 00:00:00+00:00,0.0,0.370865,37.0865
2024-02-27 00:00:00+00:00,0.0,0.17570542,17.570541
2024-02-28 00:00:00+00:00,0.0,0.11301275,11.301276
2024-02-29 00:00:00+00:00,0.0,0.5187967,51.87967
2024-03-01 00:00:00+00:00,0.0,0.49350074,49.35007
2024-03-02 00:00:00+00:00,0.0,0.7682094,76.82094
2024-03-03 00:00:00+00:00,0.0,0.6847298,68.472984
2024-03-04 00:00:00+00:00,0.0,0.714819,71.4819
2024-03-05 00:00:00+00:00,0.0,0.49632922,49.63292
2024-03-06 00:00:00+00:00,0.0,0.7595091,75.950905
2024-03-07 00:00:00+00:00,0.0,0.82593155,82.593155
