valid_time,mean_cloud,min_cloud,max_cloud
2024-01-02 00:00:00+00:00,95.086334,87.96312,99.836426
2024-01-03 00:00:00+00:00,97.843315,88.30792,99.99494
2024-01-04 00:00:00+00:00,84.930626,63.698082,99.98413
2024-01-05 00:00:00+00:00,47.578506,14.6830845,75.91226
2024-01-06 00:00:00+00:00,64.6588,27.80916,93.90323
2024-01-07 00:00:00+00:00,24.357279,0.23358513,63.269257
2024-01-08 00:00:00+00:00,87.56167,23.10328,100.0
2024-01-09 00:00:00+00:00,96.7056,85.85611,99.98557
2024-01-10 00:00:00+00:00,84.33979,55.62062,99.15635
2024-01-11 00:00:00+00:00,67.434944,28.080982,91.32396
2024-01-12 00:00:00+00:00,46.75665,9.859367,91.166595
2024-01-13 00:00:00+00:00,94.982185,76.85848,99.7695
2024-01-14 00:00:00+00:00,92.53964,58.76497,99.92705
2024-01-15 00:00:00+00:00,97.45179,85.51998,100.0
2024-01-16 00:00:00+00:00,98.51432,89.72053,99.95943
2024-01-17 00:00:00+00:00,79.59408,51.168217,99.817
2024-01-18 00:00:00+00:00,94.884346,86.998795,100.0
2024-01-19 00:00:00+00:00,70.77036,4.7293987,100.0
2024-01-20 00:00:00+00:00,25.989191,15.606438,40.667652
2024-01-21 00:00:00+00:00,22.461388,8.1145525,48.661785
2024-01-22 00:00:00+00:00,50.97707,13.070822,77.19163
2024-01-23 00:00:00+00:00,24.927704,0.5083511,64.57523
2024-01-24 00:00:00+00:00,8.08525,0.0,20.78958
2024-01-25 00:00:00+00:00,78.10819,7.3309326,99.63774
2024-01-26 00:00:00+00:00,96.01846,86.84531,99.81887
2024-01-27 00:00:00+00:00,83.785515,50.99853,99.71385
2024-01-28 00:00:00+00:00,87.77847,50.587482,99.9115
2024-01-29 00:00:00+00:00,70.218056,0.035472196,98.947075
2024-01-30 00:00:00+00:00,72.34138,5.0460997,96.427505
2024-01-31 00:00:00+00:00,52.30531,0.0,94.417366
2024-02-01 00:00:00+00:00,7.754053,0.6675451,22.721308
2024-02-02 00:00:00+00:00,8.322825,1.854643,27.571806
2024-02-03 00:00:00+00:00,5.8027573,0.0,22.20337
2024-02-04 00:00:00+00:00,41.94712,0.0,97.47178
2024-02-05 00:00:00+00:00,99.173195,98.16277,99.927185
2024-02-06 00:00:00+00:00,55.46855,8.147548,99.59907
2024-02-07 00:00:00+00:00,91.88941,69.7667,99.94528
2024-02-08 00:00:00+00:00,99.78112,96.92469,100.0
2024-02-09 00:00:00+00:00,86.699486,56.540203,99.98822
2024-02-10 00:00:00+00:00,51.774822,26.448256,66.80204
2024-02-11 00:00:00+00:00,95.61823,72.11167,100.0
2024-02-12 00:00:00+00:00,83.93525,56.950504,99.399414
2024-02-13 00:00:00+00:00,98.098694,93.030464,99.963234
2024-02-14 00:00:00+00:00,87.20026,59.849815,99.81603
2024-02-15 00:00:00+00:00,83.946175,44.305134,99.7788
2024-02-16 00:00:00+00:00,70.987656,4.2645984,99.75169
2024-02-17 00:00:00+00:00,49.88214,11.186523,90.32866
2024-02-18 00:00:00+00:00,55.273666,2.1956499,96.14484
2024-02-19 00:00:00+00:00,39.505444,18.045546,78.47789
2024-02-20 00:00:00+00:00,28.163965,0.0,67.666374
2024-02-21 00:00:00+00:00,70.716835,23.852827,100.0
2024-02-22 00:00:00+00:00,90.18989,51.7744,99.94345
2024-02-23 00:00:00+00:00,57.682064,44.161842,72.575966
2024-02-24 00:00:00+00:00,71.612724,46.09271,99.22263
2024-02-25 00:00:00+00:00,85.95095,71.56724,99.93107
2024-02-26 00:00:00+00:00,37.0865,2.190444,92.7175
2024-02-27 00:00:00+00:00,17.570541,0.52131206,55.35027
2024-02-28 00:00:00+00:00,11.301276,0.068897925,25.35458
2024-02-29 00:00:00+00:00,51.87967,2.0707076,90.83134
2024-03-01 00:00:00+00:00,49.35007,4.49348,83.80579
2024-03-02 00:00:00+00:00,76.82094,39.727425,98.35299
2024-03-03 00:00:00+00:00,68.472984,44.878574,91.36826
2024-03-04 00:00:00+00:00,71.4819,47.857307,96.72679
2024-03-05 00:00:00+00:00,49.63292,3.0734432,82.89573
